race_id,race_date,race_number,racecourse,horse_number,time_index,position_1,position_2,position_3,position_4,weather_name,track_condition_name
202635072111,2026-07-21,11,盛岡,8,,7,7,,,曇,良
202635072111,2026-07-21,11,盛岡,1,,6,5,,,曇,良
202635072111,2026-07-21,11,盛岡,6,,3,1,,,曇,良
202635072111,2026-07-21,11,盛岡,7,,7,7,,,曇,良
202635072111,2026-07-21,11,盛岡,5,,9,9,,,曇,良
202635072111,2026-07-21,11,盛岡,4,,2,1,,,曇,良
202635072111,2026-07-21,11,盛岡,3,,5,5,,,曇,良
202635072111,2026-07-21,11,盛岡,2,,1,3,,,曇,良
202635072112,2026-07-21,12,盛岡,3,,2,1,,,曇,良
202635072112,2026-07-21,12,盛岡,5,,7,6,,,曇,良
202635072112,2026-07-21,12,盛岡,4,,8,8,,,曇,良
202635072112,2026-07-21,12,盛岡,9,,5,3,,,曇,良
202635072112,2026-07-21,12,盛岡,8,,9,9,,,曇,良
202635072112,2026-07-21,12,盛岡,1,,6,5,,,曇,良
202635072112,2026-07-21,12,盛岡,2,,1,2,,,曇,良
202635072112,2026-07-21,12,盛岡,7,,4,4,,,曇,良
202635072112,2026-07-21,12,盛岡,10,,3,6,,,曇,良
202635072112,2026-07-21,12,盛岡,6,,,,,,曇,良
202644072101,2026-07-21,1,大井,8,,3,3,2,2,晴,良
202644072101,2026-07-21,1,大井,10,,6,5,4,3,晴,良
202644072101,2026-07-21,1,大井,9,,11,11,5,4,晴,良
202644072101,2026-07-21,1,大井,6,,1,1,1,1,晴,良
202644072101,2026-07-21,1,大井,5,,9,10,10,9,晴,良
202644072101,2026-07-21,1,大井,1,,8,8,8,8,晴,良
202644072101,2026-07-21,1,大井,4,,9,9,6,6,晴,良
202644072101,2026-07-21,1,大井,11,,7,7,6,6,晴,良
202644072101,2026-07-21,1,大井,7,,4,5,10,10,晴,良
202644072101,2026-07-21,1,大井,3,,1,1,2,5,晴,良
202644072101,2026-07-21,1,大井,2,,4,3,8,10,晴,良
202644072102,2026-07-21,2,大井,1,,4,3,2,,晴,良
202644072102,2026-07-21,2,大井,9,,4,3,2,,晴,良
202644072102,2026-07-21,2,大井,6,,3,5,6,,晴,良
202644072102,2026-07-21,2,大井,4,,6,5,5,,晴,良
202644072102,2026-07-21,2,大井,11,,6,7,7,,晴,良
202644072102,2026-07-21,2,大井,5,,10,8,8,,晴,良
202644072102,2026-07-21,2,大井,10,,13,13,12,,晴,良
202644072102,2026-07-21,2,大井,13,,14,14,14,,晴,良
202644072102,2026-07-21,2,大井,3,,10,11,10,,晴,良
202644072102,2026-07-21,2,大井,7,,2,2,2,,晴,良
202644072102,2026-07-21,2,大井,2,,1,1,1,,晴,良
202644072102,2026-07-21,2,大井,12,,10,11,10,,晴,良
202644072102,2026-07-21,2,大井,14,,8,8,12,,晴,良
202644072102,2026-07-21,2,大井,8,,8,8,9,,晴,良
202644072103,2026-07-21,3,大井,14,,3,2,,,晴,良
202644072103,2026-07-21,3,大井,6,,4,4,,,晴,良
202644072103,2026-07-21,3,大井,3,,1,1,,,晴,良
202644072103,2026-07-21,3,大井,2,,8,7,,,晴,良
202644072103,2026-07-21,3,大井,7,,2,2,,,晴,良
202644072103,2026-07-21,3,大井,4,,13,13,,,晴,良
202644072103,2026-07-21,3,大井,9,,11,10,,,晴,良
202644072103,2026-07-21,3,大井,5,,6,7,,,晴,良
202644072103,2026-07-21,3,大井,8,,8,9,,,晴,良
202644072103,2026-07-21,3,大井,1,,6,6,,,晴,良
202644072103,2026-07-21,3,大井,13,,4,4,,,晴,良
202644072103,2026-07-21,3,大井,12,,12,10,,,晴,良
202644072103,2026-07-21,3,大井,10,,8,10,,,晴,良
202644072103,2026-07-21,3,大井,11,,14,14,,,晴,良
202644072104,2026-07-21,4,大井,7,,2,1,1,,晴,良
202644072104,2026-07-21,4,大井,8,,5,6,5,,晴,良
202644072104,2026-07-21,4,大井,1,,1,1,1,,晴,良
202644072104,2026-07-21,4,大井,3,,3,3,3,,晴,良
202644072104,2026-07-21,4,大井,5,,4,4,4,,晴,良
202644072104,2026-07-21,4,大井,4,,7,7,7,,晴,良
202644072104,2026-07-21,4,大井,2,,8,7,7,,晴,良
202644072104,2026-07-21,4,大井,6,,5,5,5,,晴,良
202644072105,2026-07-21,5,大井,3,,1,1,,,晴,良
202644072105,2026-07-21,5,大井,6,,3,3,,,晴,良
202644072105,2026-07-21,5,大井,4,,2,2,,,晴,良
202644072105,2026-07-21,5,大井,1,,3,3,,,晴,良
202644072105,2026-07-21,5,大井,7,,7,6,,,晴,良
202644072105,2026-07-21,5,大井,9,,5,5,,,晴,良
202644072105,2026-07-21,5,大井,2,,5,6,,,晴,良
202644072105,2026-07-21,5,大井,8,,8,8,,,晴,良
202644072105,2026-07-21,5,大井,5,,9,9,,,晴,良
202644072106,2026-07-21,6,大井,13,,3,3,3,3,晴,良
202644072106,2026-07-21,6,大井,7,,13,13,8,7,晴,良
202644072106,2026-07-21,6,大井,2,,6,6,6,6,晴,良
202644072106,2026-07-21,6,大井,9,,2,2,1,1,晴,良
202644072106,2026-07-21,6,大井,5,,1,1,1,1,晴,良
202644072106,2026-07-21,6,大井,10,,5,5,5,5,晴,良
202644072106,2026-07-21,6,大井,1,,10,9,9,9,晴,良
202644072106,2026-07-21,6,大井,4,,8,8,9,9,晴,良
202644072106,2026-07-21,6,大井,8,,7,7,7,7,晴,良
202644072106,2026-07-21,6,大井,6,,9,9,11,11,晴,良
202644072106,2026-07-21,6,大井,12,,11,11,12,12,晴,良
202644072106,2026-07-21,6,大井,11,,11,11,12,12,晴,良
202644072106,2026-07-21,6,大井,3,,3,3,3,4,晴,良
202644072107,2026-07-21,7,大井,3,,1,1,,,晴,良
202644072107,2026-07-21,7,大井,9,,4,4,,,晴,良
202644072107,2026-07-21,7,大井,5,,8,7,,,晴,良
202644072107,2026-07-21,7,大井,12,,3,2,,,晴,良
202644072107,2026-07-21,7,大井,10,,1,2,,,晴,良
202644072107,2026-07-21,7,大井,8,,9,9,,,晴,良
202644072107,2026-07-21,7,大井,13,,11,11,,,晴,良
202644072107,2026-07-21,7,大井,2,,4,5,,,晴,良
202644072107,2026-07-21,7,大井,6,,6,8,,,晴,良
202644072107,2026-07-21,7,大井,11,,6,6,,,晴,良
202644072107,2026-07-21,7,大井,7,,13,13,,,晴,良
202644072107,2026-07-21,7,大井,1,,9,9,,,晴,良
202644072107,2026-07-21,7,大井,4,,12,12,,,晴,良
202644072108,2026-07-21,8,大井,3,,9,9,4,2,晴,良
202644072108,2026-07-21,8,大井,2,,4,4,4,4,晴,良
202644072108,2026-07-21,8,大井,4,,1,1,1,1,晴,良
202644072108,2026-07-21,8,大井,9,,10,9,9,8,晴,良
202644072108,2026-07-21,8,大井,6,,3,3,2,2,晴,良
202644072108,2026-07-21,8,大井,1,,8,6,7,6,晴,良
202644072108,2026-07-21,8,大井,7,,4,4,6,6,晴,良
202644072108,2026-07-21,8,大井,11,,11,11,11,11,晴,良
202644072108,2026-07-21,8,大井,10,,6,6,7,8,晴,良
202644072108,2026-07-21,8,大井,5,,2,2,2,5,晴,良
202644072108,2026-07-21,8,大井,8,,6,6,9,10,晴,良
202644072109,2026-07-21,9,大井,12,,1,1,,,晴,良
202644072109,2026-07-21,9,大井,6,,3,3,,,晴,良
202644072109,2026-07-21,9,大井,5,,4,3,,,晴,良
202644072109,2026-07-21,9,大井,1,,4,6,,,晴,良
202644072109,2026-07-21,9,大井,8,,10,9,,,晴,良
202644072109,2026-07-21,9,大井,4,,10,9,,,晴,良
202644072109,2026-07-21,9,大井,9,,4,5,,,晴,良
202644072109,2026-07-21,9,大井,11,,1,1,,,晴,良
202644072109,2026-07-21,9,大井,7,,10,9,,,晴,良
202644072109,2026-07-21,9,大井,3,,9,9,,,晴,良
202644072109,2026-07-21,9,大井,2,,7,7,,,晴,良
202644072109,2026-07-21,9,大井,10,,7,7,,,晴,良
202644072110,2026-07-21,10,大井,7,,9,9,9,8,晴,良
202644072110,2026-07-21,10,大井,10,,11,12,10,8,晴,良
202644072110,2026-07-21,10,大井,8,,7,7,7,6,晴,良
202644072110,2026-07-21,10,大井,4,,3,3,3,1,晴,良
202644072110,2026-07-21,10,大井,5,,1,1,1,1,晴,良
202644072110,2026-07-21,10,大井,11,,14,14,13,12,晴,良
202644072110,2026-07-21,10,大井,14,,11,11,10,11,晴,良
202644072110,2026-07-21,10,大井,3,,8,7,7,6,晴,良
202644072110,2026-07-21,10,大井,1,,2,1,1,3,晴,良
202644072110,2026-07-21,10,大井,6,,5,5,5,5,晴,良
202644072110,2026-07-21,10,大井,12,,13,13,14,14,晴,良
202644072110,2026-07-21,10,大井,9,,9,9,10,13,晴,良
202644072110,2026-07-21,10,大井,13,,4,3,4,3,晴,良
202644072110,2026-07-21,10,大井,2,,5,5,5,8,晴,良
202644072111,2026-07-21,11,大井,3,,1,1,,,晴,良
202644072111,2026-07-21,11,大井,1,,1,1,,,晴,良
202644072111,2026-07-21,11,大井,9,,7,6,,,晴,良
202644072111,2026-07-21,11,大井,11,,9,9,,,晴,良
202644072111,2026-07-21,11,大井,5,,4,4,,,晴,良
202644072111,2026-07-21,11,大井,6,,4,5,,,晴,良
202644072111,2026-07-21,11,大井,13,,7,8,,,晴,良
202644072111,2026-07-21,11,大井,14,,4,6,,,晴,良
202644072111,2026-07-21,11,大井,2,,9,9,,,晴,良
202644072111,2026-07-21,11,大井,12,,1,1,,,晴,良
202644072111,2026-07-21,11,大井,8,,12,12,,,晴,良
202644072111,2026-07-21,11,大井,4,,13,13,,,晴,良
202644072111,2026-07-21,11,大井,7,,11,11,,,晴,良
202644072111,2026-07-21,11,大井,10,,14,,,,晴,良
202644072112,2026-07-21,12,大井,10,,3,3,3,3,晴,良
202644072112,2026-07-21,12,大井,15,,8,8,9,9,晴,良
202644072112,2026-07-21,12,大井,11,,5,5,5,6,晴,良
202644072112,2026-07-21,12,大井,16,,13,12,13,12,晴,良
202644072112,2026-07-21,12,大井,3,,14,14,9,9,晴,良
202644072112,2026-07-21,12,大井,12,,6,7,8,7,晴,良
202644072112,2026-07-21,12,大井,13,,10,10,11,11,晴,良
202644072112,2026-07-21,12,大井,9,,8,8,11,12,晴,良
202644072112,2026-07-21,12,大井,4,,1,1,1,1,晴,良
202644072112,2026-07-21,12,大井,1,,6,6,5,4,晴,良
202644072112,2026-07-21,12,大井,14,,10,10,5,7,晴,良
202644072112,2026-07-21,12,大井,7,,3,3,4,4,晴,良
202644072112,2026-07-21,12,大井,2,,1,1,1,1,晴,良
202644072112,2026-07-21,12,大井,8,,15,15,15,16,晴,良
202644072112,2026-07-21,12,大井,6,,15,15,13,14,晴,良
202644072112,2026-07-21,12,大井,5,,12,12,15,14,晴,良
202630072101,2026-07-21,1,門別,1,,3,3,,,晴,重
202630072101,2026-07-21,1,門別,6,,1,1,,,晴,重
202630072101,2026-07-21,1,門別,5,,1,1,,,晴,重
202630072101,2026-07-21,1,門別,3,,8,8,,,晴,重
202630072101,2026-07-21,1,門別,4,,5,4,,,晴,重
202630072101,2026-07-21,1,門別,9,,3,4,,,晴,重
202630072101,2026-07-21,1,門別,12,,10,10,,,晴,重
202630072101,2026-07-21,1,門別,10,,5,6,,,晴,重
202630072101,2026-07-21,1,門別,7,,9,9,,,晴,重
202630072101,2026-07-21,1,門別,11,,5,6,,,晴,重
202630072101,2026-07-21,1,門別,2,,11,11,,,晴,重
202630072101,2026-07-21,1,門別,8,,11,12,,,晴,重
202630072102,2026-07-21,2,門別,1,,1,1,,,晴,重
202630072102,2026-07-21,2,門別,3,,2,2,,,晴,重
202630072102,2026-07-21,2,門別,8,,5,4,,,晴,重
202630072102,2026-07-21,2,門別,4,,2,5,,,晴,重
202630072102,2026-07-21,2,門別,10,,6,5,,,晴,重
202630072102,2026-07-21,2,門別,7,,7,8,,,晴,重
202630072102,2026-07-21,2,門別,5,,2,2,,,晴,重
202630072102,2026-07-21,2,門別,2,,7,7,,,晴,重
202630072102,2026-07-21,2,門別,9,,9,8,,,晴,重
202630072102,2026-07-21,2,門別,12,,10,10,,,晴,重
202630072102,2026-07-21,2,門別,11,,10,11,,,晴,重
202630072102,2026-07-21,2,門別,6,,,,,,晴,重
202630072103,2026-07-21,3,門別,5,,1,1,,,晴,重
202630072103,2026-07-21,3,門別,6,,1,1,,,晴,重
202630072103,2026-07-21,3,門別,4,,6,5,,,晴,重
202630072103,2026-07-21,3,門別,7,,3,3,,,晴,重
202630072103,2026-07-21,3,門別,3,,8,8,,,晴,重
202630072103,2026-07-21,3,門別,8,,6,5,,,晴,重
202630072103,2026-07-21,3,門別,2,,3,3,,,晴,重
202630072103,2026-07-21,3,門別,9,,3,5,,,晴,重
202630072103,2026-07-21,3,門別,1,,9,9,,,晴,重
202630072104,2026-07-21,4,門別,4,,2,1,,,晴,重
202630072104,2026-07-21,4,門別,2,,5,4,,,晴,重
202630072104,2026-07-21,4,門別,5,,5,6,,,晴,重
202630072104,2026-07-21,4,門別,3,,1,1,,,晴,重
202630072104,2026-07-21,4,門別,8,,2,4,,,晴,重
202630072104,2026-07-21,4,門別,6,,7,7,,,晴,重
202630072104,2026-07-21,4,門別,1,,7,7,,,晴,重
202630072104,2026-07-21,4,門別,7,,2,3,,,晴,重
202630072105,2026-07-21,5,門別,8,,3,1,,,晴,良
202630072105,2026-07-21,5,門別,1,,1,1,,,晴,良
202630072105,2026-07-21,5,門別,7,,1,1,,,晴,良
202630072105,2026-07-21,5,門別,4,,4,4,,,晴,良
202630072105,2026-07-21,5,門別,5,,6,6,,,晴,良
202630072105,2026-07-21,5,門別,2,,6,6,,,晴,良
202630072105,2026-07-21,5,門別,6,,8,8,,,晴,良
202630072105,2026-07-21,5,門別,3,,5,5,,,晴,良
202630072106,2026-07-21,6,門別,2,,4,1,,,晴,良
202630072106,2026-07-21,6,門別,3,,3,3,,,晴,良
202630072106,2026-07-21,6,門別,9,,6,5,,,晴,良
202630072106,2026-07-21,6,門別,1,,1,1,,,晴,良
202630072106,2026-07-21,6,門別,11,,1,3,,,晴,良
202630072106,2026-07-21,6,門別,8,,8,7,,,晴,良
202630072106,2026-07-21,6,門別,6,,6,5,,,晴,良
202630072106,2026-07-21,6,門別,5,,9,9,,,晴,良
202630072106,2026-07-21,6,門別,7,,5,8,,,晴,良
202630072106,2026-07-21,6,門別,4,,10,10,,,晴,良
202630072106,2026-07-21,6,門別,10,,10,10,,,晴,良
202630072107,2026-07-21,7,門別,2,,4,3,,,晴,良
202630072107,2026-07-21,7,門別,3,,1,1,,,晴,良
202630072107,2026-07-21,7,門別,8,,4,6,,,晴,良
202630072107,2026-07-21,7,門別,7,,2,3,,,晴,良
202630072107,2026-07-21,7,門別,9,,8,7,,,晴,良
202630072107,2026-07-21,7,門別,1,,4,3,,,晴,良
202630072107,2026-07-21,7,門別,5,,2,2,,,晴,良
202630072107,2026-07-21,7,門別,6,,8,7,,,晴,良
202630072107,2026-07-21,7,門別,4,,7,9,,,晴,良
202630072108,2026-07-21,8,門別,9,,1,1,,,晴,良
202630072108,2026-07-21,8,門別,2,,4,2,,,晴,良
202630072108,2026-07-21,8,門別,5,,2,2,,,晴,良
202630072108,2026-07-21,8,門別,11,,9,9,,,晴,良
202630072108,2026-07-21,8,門別,10,,6,6,,,晴,良
202630072108,2026-07-21,8,門別,7,,8,8,,,晴,良
202630072108,2026-07-21,8,門別,8,,6,6,,,晴,良
202630072108,2026-07-21,8,門別,12,,3,4,,,晴,良
202630072108,2026-07-21,8,門別,3,,4,5,,,晴,良
202630072108,2026-07-21,8,門別,4,,11,10,,,晴,良
202630072108,2026-07-21,8,門別,6,,10,10,,,晴,良
202630072108,2026-07-21,8,門別,1,,11,10,,,晴,良
202630072109,2026-07-21,9,門別,3,,3,2,,,晴,良
202630072109,2026-07-21,9,門別,2,,3,2,,,晴,良
202630072109,2026-07-21,9,門別,5,,1,1,,,晴,良
202630072109,2026-07-21,9,門別,7,,2,2,,,晴,良
202630072109,2026-07-21,9,門別,8,,8,8,,,晴,良
202630072109,2026-07-21,9,門別,1,,7,7,,,晴,良
202630072109,2026-07-21,9,門別,9,,5,6,,,晴,良
202630072109,2026-07-21,9,門別,6,,5,5,,,晴,良
202630072109,2026-07-21,9,門別,4,,9,9,,,晴,良
202630072109,2026-07-21,9,門別,10,,,,,,晴,良
202630072110,2026-07-21,10,門別,3,,3,3,,,晴,良
202630072110,2026-07-21,10,門別,10,,8,9,,,晴,良
202630072110,2026-07-21,10,門別,6,,7,3,,,晴,良
202630072110,2026-07-21,10,門別,12,,1,1,,,晴,良
202630072110,2026-07-21,10,門別,9,,5,7,,,晴,良
202630072110,2026-07-21,10,門別,2,,1,1,,,晴,良
202630072110,2026-07-21,10,門別,7,,10,9,,,晴,良
202630072110,2026-07-21,10,門別,5,,8,7,,,晴,良
202630072110,2026-07-21,10,門別,8,,3,5,,,晴,良
202630072110,2026-07-21,10,門別,1,,5,5,,,晴,良
202630072110,2026-07-21,10,門別,4,,11,11,,,晴,良
202630072110,2026-07-21,10,門別,11,,12,12,,,晴,良
202630072111,2026-07-21,11,門別,8,,3,2,,,晴,良
202630072111,2026-07-21,11,門別,10,,5,4,,,晴,良
202630072111,2026-07-21,11,門別,6,,2,2,,,晴,良
202630072111,2026-07-21,11,門別,4,,8,6,,,晴,良
202630072111,2026-07-21,11,門別,2,,1,1,,,晴,良
202630072111,2026-07-21,11,門別,3,,5,6,,,晴,良
202630072111,2026-07-21,11,門別,9,,7,8,,,晴,良
202630072111,2026-07-21,11,門別,5,,3,4,,,晴,良
202630072111,2026-07-21,11,門別,7,,9,8,,,晴,良
202630072111,2026-07-21,11,門別,1,,9,10,,,晴,良
202630072112,2026-07-21,12,門別,1,,1,1,1,1,晴,良
202630072112,2026-07-21,12,門別,2,,2,2,2,1,晴,良
202630072112,2026-07-21,12,門別,7,,5,5,3,3,晴,良
202630072112,2026-07-21,12,門別,6,,6,6,7,6,晴,良
202630072112,2026-07-21,12,門別,5,,4,4,3,4,晴,良
202630072112,2026-07-21,12,門別,8,,8,8,6,5,晴,良
202630072112,2026-07-21,12,門別,3,,6,7,8,8,晴,良
202630072112,2026-07-21,12,門別,4,,3,3,5,7,晴,良
202644072201,2026-07-22,1,大井,13,,3,3,1,1,晴,良
202644072201,2026-07-22,1,大井,7,,1,1,1,1,晴,良
202644072201,2026-07-22,1,大井,6,,9,8,8,5,晴,良
202644072201,2026-07-22,1,大井,12,,8,8,8,8,晴,良
202644072201,2026-07-22,1,大井,14,,9,11,10,10,晴,良
202644072201,2026-07-22,1,大井,8,,7,6,5,6,晴,良
202644072201,2026-07-22,1,大井,11,,14,12,3,3,晴,良
202644072201,2026-07-22,1,大井,2,,3,4,4,3,晴,良
202644072201,2026-07-22,1,大井,4,,3,4,7,8,晴,良
202644072201,2026-07-22,1,大井,3,,9,8,12,11,晴,良
202644072201,2026-07-22,1,大井,9,,1,1,5,6,晴,良
202644072201,2026-07-22,1,大井,1,,13,14,12,11,晴,良
202644072201,2026-07-22,1,大井,10,,12,12,14,14,晴,良
202644072201,2026-07-22,1,大井,5,,6,6,10,11,晴,良
202644072202,2026-07-22,2,大井,3,,3,2,,,晴,良
202644072202,2026-07-22,2,大井,10,,7,7,,,晴,良
202644072202,2026-07-22,2,大井,14,,1,1,,,晴,良
202644072202,2026-07-22,2,大井,9,,7,9,,,晴,良
202644072202,2026-07-22,2,大井,8,,5,5,,,晴,良
202644072202,2026-07-22,2,大井,1,,7,7,,,晴,良
202644072202,2026-07-22,2,大井,12,,14,14,,,晴,良
202644072202,2026-07-22,2,大井,4,,12,12,,,晴,良
202644072202,2026-07-22,2,大井,5,,14,14,,,晴,良
202644072202,2026-07-22,2,大井,16,,3,3,,,晴,良
202644072202,2026-07-22,2,大井,13,,12,12,,,晴,良
202644072202,2026-07-22,2,大井,15,,11,11,,,晴,良
202644072202,2026-07-22,2,大井,11,,2,3,,,晴,良
202644072202,2026-07-22,2,大井,6,,5,5,,,晴,良
202644072202,2026-07-22,2,大井,2,,10,10,,,晴,良
202644072202,2026-07-22,2,大井,7,,16,16,,,晴,良
202644072203,2026-07-22,3,大井,5,,3,3,1,1,晴,良
202644072203,2026-07-22,3,大井,12,,1,1,1,1,晴,良
202644072203,2026-07-22,3,大井,4,,5,5,4,4,晴,良
202644072203,2026-07-22,3,大井,8,,8,8,8,8,晴,良
202644072203,2026-07-22,3,大井,3,,12,11,8,8,晴,良
202644072203,2026-07-22,3,大井,1,,11,11,11,11,晴,良
202644072203,2026-07-22,3,大井,14,,14,14,13,13,晴,良
202644072203,2026-07-22,3,大井,6,,6,6,6,6,晴,良
202644072203,2026-07-22,3,大井,2,,4,4,3,3,晴,良
202644072203,2026-07-22,3,大井,7,,6,7,6,6,晴,良
202644072203,2026-07-22,3,大井,10,,8,10,11,13,晴,良
202644072203,2026-07-22,3,大井,9,,8,8,8,8,晴,良
202644072203,2026-07-22,3,大井,13,,13,13,13,11,晴,良
202644072203,2026-07-22,3,大井,11,,2,2,4,4,晴,良
202644072204,2026-07-22,4,大井,4,,2,2,,,晴,良
